DATE,DATA,OFFER,CONVERSION,REVENUE
09-01-2026,cc06aj,42 - RespiClear,0,0
09-01-2026,cd12ac,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
09-01-2026,cc05ac,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
09-01-2026,ua01ad,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
09-01-2026,cc05aa,42 - RespiClear,0,0
09-01-2026,ck12be,2558 - MEDVi GLP-1 - Direct,0,0
09-01-2026,cc06af,17239 - [GOVT] U.S. Concealed Carry- Concealed Carry Gun Laws & Reciprocity Map CPL,0,0
08-01-2026,ck12bf,10031 - [HEALTH] Heal-n-Soothe VSL,0,0
08-01-2026,cc06ae,235 - Breathe,0,0
08-01-2026,ck07ah,2558 - MEDVi GLP-1 - Direct,0,0
08-01-2026,dg01ab,2558 - MEDVi GLP-1 - Direct,0,0
08-01-2026,ck07an,304 - Finessa,0,0
08-01-2026,ck12bl,196 - CPA Email Lymph System Support,0,0
08-01-2026,ck07an,441 - HEALTH - RFK Method,0,0
08-01-2026,ck12bf,15995 - [HEALTH] Brain Savior VSL,0,0
08-01-2026,cn06ac,16812 - [HEALTH] Brain Song VSL,0,0
08-01-2026,dg01ab,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
08-01-2026,cc05ac,16812 - [HEALTH] Brain Song VSL,0,0
08-01-2026,cc05ac,18267 - [SWEEPS] Costco- Christmas Decoration Kit Revshare,0,0
07-01-2026,ub01ae,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
07-01-2026,cc06aj,16812 - [HEALTH] Brain Song VSL,0,0
07-01-2026,ua01aa,16812 - [HEALTH] Brain Song VSL,0,0
07-01-2026,cc06ae,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
07-01-2026,ck08ay,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
07-01-2026,cc05ac,18267 - [SWEEPS] Costco- Christmas Decoration Kit Revshare,0,0
06-01-2026,dg01ab,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
06-01-2026,ck08bb,16812 - [HEALTH] Brain Song VSL,0,0
06-01-2026,ck08as,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
06-01-2026,cc05ac,18267 - [SWEEPS] Costco- Christmas Decoration Kit Revshare,0,0
05-01-2026,ub01ah,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
05-01-2026,cc06ah,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
05-01-2026,dg01ac,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
05-01-2026,cc06af,436 - Bath and Shower Pros - Email only,0,0
05-01-2026,ck08at,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
04-01-2026,kg01ap,16812 - [HEALTH] Brain Song VSL,0,0
04-01-2026,cc06ad,16812 - [HEALTH] Brain Song VSL,0,0
04-01-2026,dg01ac,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
04-01-2026,cc06ag,2558 - MEDVi GLP-1 - Direct,0,0
04-01-2026,cc06ah,2558 - MEDVi GLP-1 - Direct,0,0
04-01-2026,ck08at,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
04-01-2026,ub01ah,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
04-01-2026,dg01ae,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
04-01-2026,cc06af,227 - ProstaPeak,0,0
04-01-2026,cc06af,196 - CPA Email Lymph System Support,0,0
03-01-2026,dg01ae,321 - CPA Email PUREANCE HydraLift,0,0
03-01-2026,cc06ag,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
03-01-2026,cn06ab,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
03-01-2026,ck07ao,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
03-01-2026,ck07ab,146 - HOLIDAYS: Oprahs Favorite Things Listicle - Gadgets,0,0
03-01-2026,cc06ak,2558 - MEDVi GLP-1 - Direct,0,0
03-01-2026,dg01ab,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
03-01-2026,cc06ag,17645 - [ECOMMERCE] Drive Bright – Night Driving Glasses v3 – Ecomm Page,0,0
02-01-2026,kg01al,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
02-01-2026,cc06ag,2558 - MEDVi GLP-1 - Direct,0,0
02-01-2026,cc05aa,16812 - [HEALTH] Brain Song VSL,0,0
02-01-2026,cc05ab,16812 - [HEALTH] Brain Song VSL,0,0
02-01-2026,ub01ae,16812 - [HEALTH] Brain Song VSL,0,0
02-01-2026,dg01ae,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
02-01-2026,dg01aa,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
02-01-2026,cc06ad,269 - Presgera VSL,0,0
02-01-2026,dg01ae,321 - CPA Email PUREANCE HydraLift,0,0
02-01-2026,dg01ab,14067 - [BEAUTY] Dark Spot Secret VSL (Approved Only),0,0
02-01-2026,kg01ae,14067 - [BEAUTY] Dark Spot Secret VSL (Approved Only),0,0
02-01-2026,dg01ae,227 - ProstaPeak,0,0
01-01-2026,cc06af,16812 - [HEALTH] Brain Song VSL,0,0
01-01-2026,ck12bp,415 - Memyts,0,0
01-01-2026,kg01af,415 - Memyts,0,0
01-01-2026,cc06ag,304 - Finessa,0,0
01-01-2026,ck07ao,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
01-01-2026,cc05aa,71 - AMAZON: Amazons Best Holiday Deals Listicle,0,0
01-01-2026,ck07ah,439 - HEALTH - Hidden Epidemic - [Email],0,0
01-01-2026,cc05ac,227 - ProstaPeak,0,0
31-12-2025,cc06ad,48 - Pineal Guardian,0,0
31-12-2025,cc05ac,146 - HOLIDAYS: Oprahs Favorite Things Listicle - Gadgets,0,0
31-12-2025,cc06ai,18270 - [SWEEPS] AAA- Winter Safety Kit Revshare,0,0
31-12-2025,cc06ag,10031 - [HEALTH] Heal-n-Soothe VSL,0,0
31-12-2025,cc05ac,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
31-12-2025,cn06ab,304 - Finessa,0,0
31-12-2025,ub01ai,16812 - [HEALTH] Brain Song VSL,0,0
31-12-2025,dg01ac,415 - Memyts,0,0
31-12-2025,dg01aa,16812 - [HEALTH] Brain Song VSL,0,0
31-12-2025,ck07af,441 - HEALTH - RFK Method,0,0
31-12-2025,kg01ae,441 - HEALTH - RFK Method,0,0
31-12-2025,cc05ac,196 - CPA Email Lymph System Support,0,0
30-12-2025,cc05ac,16812 - [HEALTH] Brain Song VSL,0,0
30-12-2025,ck07ab,441 - HEALTH - RFK Method,0,0
30-12-2025,cg01ad,415 - Memyts,0,0
30-12-2025,ag04bp,439 - HEALTH - Hidden Epidemic - [Email],0,0
30-12-2025,cc05ac,146 - HOLIDAYS: Oprahs Favorite Things Listicle - Gadgets,0,0
30-12-2025,ck07ah,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
30-12-2025,ck08aw,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
30-12-2025,cd12ac,425 - Window Nation Email CPL,0,0
30-12-2025,cg01ad,415 - Memyts,0,0
30-12-2025,cc05ab,415 - Memyts,0,0
30-12-2025,ck08ay,415 - Memyts,0,0
30-12-2025,dg01ae,415 - Memyts,0,0
30-12-2025,cc05ab,16985 - [HEALTH] RFK Method VSL (Approved Only),0,0
30-12-2025,cc06ae,135 - HepatoBurn,0,0
30-12-2025,ck12bf,135 - HepatoBurn,0,0
30-12-2025,cn06aa,135 - HepatoBurn,0,0
30-12-2025,dg01ac,415 - Memyts,0,0
30-12-2025,cc06ad,2558 - MEDVi GLP-1 - Direct,0,0
30-12-2025,dg01aa,2558 - MEDVi GLP-1 - Direct,0,0
30-12-2025,ck08bb,440 - HEALTH - RFK Jr.s FDA Secret - [Email],0,0
30-12-2025,cc05aa,48 - Pineal Guardian,0,0
30-12-2025,cc05ab,48 - Pineal Guardian,0,0
30-12-2025,ck12bp,408 - EXCLUSIVE - AssureRates Auto Insurance,0,0
30-12-2025,ck08ba,227 - ProstaPeak,0,0
30-12-2025,dg01ad,227 - ProstaPeak,0,0
30-12-2025,kg01am,227 - ProstaPeak,0,0
30-12-2025,cg01ad,196 - CPA Email Lymph System Support,0,0
30-12-2025,ck12be,196 - CPA Email Lymph System Support,0,0
30-12-2025,cc06ae,227 - ProstaPeak,0,0
30-12-2025,cc05ac,17846 - [HEALTH] Alzheimers Protocol VSL,0,0
30-12-2025,ag04bj,18270 - [SWEEPS] AAA- Winter Safety Kit Revshare,0,0
30-12-2025,cc06ah,18270 - [SWEEPS] AAA- Winter Safety Kit Revshare,0,0
30-12-2025,cc06aj,405 - VisiUltra,0,0
30-12-2025,cg01ae,405 - VisiUltra,0,0
30-12-2025,ck07ap,17006 - [HEALTH] VisiUltra VSL,0,0
30-12-2025,dg01ae,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
29-12-2025,ub01ae,390 - GL Defend,0,0
29-12-2025,cc06ah,415 - Memyts,0,0
29-12-2025,ub01ai,415 - Memyts,0,0
29-12-2025,cc05ac,16812 - [HEALTH] Brain Song VSL,0,0
29-12-2025,cc06ah,17904 - [ECOMMERCE] AMAZON Deals 2025 Listicle Revshare,0,0
29-12-2025,ck07aq,17904 - [ECOMMERCE] AMAZON Deals 2025 Listicle Revshare,0,0
29-12-2025,ck07ac,16985 - [HEALTH] RFK Method VSL (Approved Only),0,0
29-12-2025,cc06ad,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
29-12-2025,ck12bo,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
29-12-2025,ub01ab,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
29-12-2025,cc05ab,16812 - [HEALTH] Brain Song VSL,0,0
29-12-2025,cd12af,16812 - [HEALTH] Brain Song VSL,0,0
29-12-2025,cc06aj,435 - CompareCarUSA CPL - [Email],0,0
29-12-2025,dg01ad,227 - ProstaPeak,0,0
29-12-2025,dg01aa,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
29-12-2025,cc06ak,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
29-12-2025,cg01aa,196 - CPA Email Lymph System Support,0,0
29-12-2025,ck07aj,196 - CPA Email Lymph System Support,0,0
29-12-2025,ck12bp,196 - CPA Email Lymph System Support,0,0
29-12-2025,dg01aa,18063 - [ECOMMERCE] Cobra Fire Blanket VSL,0,0
29-12-2025,dg01ae,18063 - [ECOMMERCE] Cobra Fire Blanket VSL,0,0
28-12-2025,ck07ap,227 - ProstaPeak,0,0
28-12-2025,dg01aa,12 - Jointgen,0,0
28-12-2025,dg01ac,196 - CPA Email Lymph System Support,0,0
28-12-2025,dg01ae,196 - CPA Email Lymph System Support,0,0
28-12-2025,cd12af,16812 - [HEALTH] Brain Song VSL,0,0
28-12-2025,cc06aj,16812 - [HEALTH] Brain Song VSL,0,0
28-12-2025,dg01ae,16812 - [HEALTH] Brain Song VSL,0,0
28-12-2025,ck12bo,304 - Finessa,0,0
28-12-2025,dg01ab,304 - Finessa,0,0
27-12-2025,cc05ac,17846 - [HEALTH] Alzheimers Protocol VSL,0,0
27-12-2025,cc06ae,227 - ProstaPeak,0,0
27-12-2025,cc06ad,251 - FlashBurn,0,0
27-12-2025,cc06af,251 - FlashBurn,0,0
27-12-2025,cn06ab,251 - FlashBurn,0,0
27-12-2025,cc05ac,146 - HOLIDAYS: Oprahs Favorite Things Listicle - Gadgets,0,0
27-12-2025,cc05ac,16644 - [SWEEPS] Home Depot- Gorilla Carts v2 Revshare,0,0
27-12-2025,cc05aa,136 - HOLIDAYS: Insanely Cool Gifts Listicle - Gadgets Gifts Listicle,0,0
27-12-2025,dg01ac,196 - CPA Email Lymph System Support,0,0
27-12-2025,cc05ac,48 - Pineal Guardian,0,0
27-12-2025,dg01ae,48 - Pineal Guardian,0,0
27-12-2025,ga01ac,48 - Pineal Guardian,0,0
27-12-2025,cc05ab,12 - Jointgen,0,0
27-12-2025,cc06ad,12 - Jointgen,0,0
27-12-2025,ag04ba,16812 - [HEALTH] Brain Song VSL,0,0
27-12-2025,cn06ab,16812 - [HEALTH] Brain Song VSL,0,0
27-12-2025,dg01aa,196 - CPA Email Lymph System Support,0,0
27-12-2025,ub01ae,196 - CPA Email Lymph System Support,0,0
27-12-2025,dg01ae,48 - Pineal Guardian,0,0
27-12-2025,ck08bc,405 - VisiUltra,0,0
27-12-2025,cc06ah,18136 - [ECOMMERCE] Cozy Air Heat - Portable Heater,0,0
27-12-2025,cg01ad,18136 - [ECOMMERCE] Cozy Air Heat - Portable Heater,0,0
27-12-2025,dg01ae,18136 - [ECOMMERCE] Cozy Air Heat - Portable Heater,0,0
27-12-2025,cc05aa,304 - Finessa,0,0
27-12-2025,ck07ae,304 - Finessa,0,0
27-12-2025,ck12bo,304 - Finessa,0,0
27-12-2025,cl06af,18270 - [SWEEPS] AAA- Winter Safety Kit Revshare,0,0
27-12-2025,kg01an,227 - ProstaPeak,0,0
27-12-2025,ub01ah,227 - ProstaPeak,0,0
27-12-2025,ga01ac,227 - ProstaPeak,0,0
27-12-2025,ub01ae,415 - Memyts,0,0
27-12-2025,cc05aa,415 - Memyts,0,0
27-12-2025,ck12bl,415 - Memyts,0,0
27-12-2025,ck07an,405 - VisiUltra,0,0
27-12-2025,cc05ac,146 - HOLIDAYS: Oprahs Favorite Things Listicle - Gadgets,0,0
27-12-2025,cc05ac,16644 - [SWEEPS] Home Depot- Gorilla Carts v2 Revshare,0,0
26-12-2025,ck07ak,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
26-12-2025,cc05ac,17846 - [HEALTH] Alzheimers Protocol VSL,0,0
26-12-2025,cc06ad,424 - CarInsureConnect.com - Concise Exclusive,0,0
26-12-2025,cc05aa,16812 - [HEALTH] Brain Song VSL,0,0
26-12-2025,ck07an,16812 - [HEALTH] Brain Song VSL,0,0
26-12-2025,kg01ae,16812 - [HEALTH] Brain Song VSL,0,0
26-12-2025,cn06ab,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
26-12-2025,cc06aj,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
26-12-2025,ga01ac,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
26-12-2025,ag04bv,10031 - [HEALTH] Heal-n-Soothe VSL,0,0
26-12-2025,cc05aa,400 - OptiPlax,0,0
26-12-2025,cc05ac,400 - OptiPlax,0,0
26-12-2025,dg01aa,17832 - [ECOMMERCE] Perfect Gifts - Holiday Gift Listicle Revshare,0,0
26-12-2025,cg01af,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
26-12-2025,dg01ab,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
26-12-2025,cc06ag,415 - Memyts,0,0
26-12-2025,dg01ac,408 - EXCLUSIVE - AssureRates Auto Insurance,0,0
26-12-2025,dg01aa,227 - ProstaPeak,0,0
25-12-2025,cc06ag,16985 - [HEALTH] RFK Method VSL (Approved Only),0,0
25-12-2025,cd12ac,425 - Window Nation Email CPL,0,0
25-12-2025,cc05aa,16985 - [HEALTH] RFK Method VSL (Approved Only),0,0
25-12-2025,ub01ae,431 - Endurance Auto Warranty,0,0
25-12-2025,dg01aa,17832 - [ECOMMERCE] Perfect Gifts - Holiday Gift Listicle Revshare,0,0
25-12-2025,cc05ac,17846 - [HEALTH] Alzheimers Protocol VSL,0,0
25-12-2025,cc06ag,415 - Memyts,0,0
25-12-2025,cg01ad,16812 - [HEALTH] Brain Song VSL,0,0
25-12-2025,dg01ac,408 - EXCLUSIVE - AssureRates Auto Insurance,0,0
25-12-2025,cc05ac,146 - HOLIDAYS: Oprahs Favorite Things Listicle - Gadgets,0,0
25-12-2025,cc05ac,16644 - [SWEEPS] Home Depot- Gorilla Carts v2 Revshare,0,0
25-12-2025,dg01aa,227 - ProstaPeak,0,0
24-12-2025,cc05ab,16644 - [SWEEPS] Home Depot- Gorilla Carts v2 Revshare,0,0
24-12-2025,cc06ad,16812 - [HEALTH] Brain Song VSL,0,0
24-12-2025,cc06ag,16812 - [HEALTH] Brain Song VSL,0,0
24-12-2025,cc05aa,17652 - [HEALTH] Breathe v2 VSL (US/UK/AU/CA),0,0
24-12-2025,cc05ac,17652 - [HEALTH] Breathe v2 VSL (US/UK/AU/CA),0,0
24-12-2025,ck12bg,17652 - [HEALTH] Breathe v2 VSL (US/UK/AU/CA),0,0
24-12-2025,cc05ab,129 - Nerve Fresh Private,0,0
24-12-2025,ck12bl,129 - Nerve Fresh Private,0,0
24-12-2025,dg01ad,129 - Nerve Fresh Private,0,0
24-12-2025,dg01ae,227 - ProstaPeak,0,0
24-12-2025,ck08as,227 - ProstaPeak,0,0
24-12-2025,ck07ae,18136 - [ECOMMERCE] Cozy Air Heat - Portable Heater,0,0
24-12-2025,cl06ae,18270 - [SWEEPS] AAA- Winter Safety Kit Revshare,0,0
24-12-2025,ck07aa,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
24-12-2025,cn06ab,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
24-12-2025,dg01aa,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
24-12-2025,cd12aa,48 - Pineal Guardian,0,0
24-12-2025,cd12ac,48 - Pineal Guardian,0,0
24-12-2025,dg01aa,48 - Pineal Guardian,0,0
24-12-2025,ag04bc,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
24-12-2025,cg01af,405 - VisiUltra,0,0
24-12-2025,cd12ab,196 - CPA Email Lymph System Support,0,0
24-12-2025,ck07ae,196 - CPA Email Lymph System Support,0,0
24-12-2025,cc06aj,415 - Memyts,0,0
24-12-2025,kg01ae,415 - Memyts,0,0
24-12-2025,kg01ar,415 - Memyts,0,0
24-12-2025,ck07ah,304 - Finessa,0,0
24-12-2025,ck12bk,304 - Finessa,0,0
24-12-2025,ga01aj,304 - Finessa,0,0
24-12-2025,ck07ac,18138 - [MALE ENHANCEMENT] Rugiet- 3-in-1 Formula (Approved Only),0,0
24-12-2025,ck07ai,18138 - [MALE ENHANCEMENT] Rugiet- 3-in-1 Formula (Approved Only),0,0
24-12-2025,ck12bm,18138 - [MALE ENHANCEMENT] Rugiet- 3-in-1 Formula (Approved Only),0,0
24-12-2025,cc06ag,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
24-12-2025,cg01aa,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
24-12-2025,ck12bh,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
24-12-2025,cc05aa,17832 - [ECOMMERCE] Perfect Gifts - Holiday Gift Listicle Revshare,0,0
24-12-2025,cc05ac,136 - HOLIDAYS: Insanely Cool Gifts Listicle - Gadgets Gifts Listicle,0,0
24-12-2025,dg01aa,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
24-12-2025,dg01ad,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
24-12-2025,cc06ag,146 - HOLIDAYS: Oprahs Favorite Things Listicle - Gadgets,0,0
23-12-2025,cl06ae,433 - CarShield CPL,0,0
23-12-2025,cc06ah,716 - Grounded Footwear - Limitless - US - $79.99,0,0
23-12-2025,kg01ac,716 - Grounded Footwear - Limitless - US - $79.99,0,0
23-12-2025,cc05ab,2549 -ServicePlus Home Warranty,0,0
23-12-2025,ck12bj,2549 -ServicePlus Home Warranty,0,0
23-12-2025,kg01ap,2549 -ServicePlus Home Warranty,0,0
23-12-2025,cd12aa,196 - CPA Email Lymph System Support,0,0
23-12-2025,cc05aa,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
23-12-2025,cc06aj,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
23-12-2025,dg01aa,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
23-12-2025,cc05aa,48 - Pineal Guardian,0,0
23-12-2025,cd12ab,48 - Pineal Guardian,0,0
23-12-2025,ck08as,48 - Pineal Guardian,0,0
23-12-2025,cc06aj,17532 - [HEALTH] GL Defend VSL,0,0
23-12-2025,cd12ac,17532 - [HEALTH] GL Defend VSL,0,0
23-12-2025,dg01ab,17532 - [HEALTH] GL Defend VSL,0,0
23-12-2025,cc05aa,14208 - [ECOMMERCE] Night Vision Pro (US/UK/CA/AU),0,0
23-12-2025,cc06ak,14208 - [ECOMMERCE] Night Vision Pro (US/UK/CA/AU),0,0
23-12-2025,dg01ac,428 - Home Equity Quiz CPL - Email only,0,0
23-12-2025,kg01ae,428 - Home Equity Quiz CPL - Email only,0,0
23-12-2025,kg01ai,428 - Home Equity Quiz CPL - Email only,0,0
23-12-2025,cc05aa,427 - MyStartHealth Email CPL - M-F ONLY,0,0
23-12-2025,dg01ab,427 - MyStartHealth Email CPL - M-F ONLY,0,0
23-12-2025,dg01ae,427 - MyStartHealth Email CPL - M-F ONLY,0,0
23-12-2025,cc05ab,405 - VisiUltra,0,0
23-12-2025,ck08ay,405 - VisiUltra,0,0
23-12-2025,dg01ab,405 - VisiUltra,0,0
23-12-2025,dg01ab,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
23-12-2025,ck08at,408 - EXCLUSIVE - AssureRates Auto Insurance,0,0
23-12-2025,cd12ac,408 - EXCLUSIVE - AssureRates Auto Insurance,0,0
23-12-2025,cc06aj,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
23-12-2025,kg01ap,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
23-12-2025,cd12ab,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
23-12-2025,ck07ad,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
23-12-2025,ag04bu,413 - Arthrozene,0,0
23-12-2025,cd12aa,413 - Arthrozene,0,0
23-12-2025,cd12ac,413 - Arthrozene,0,0
23-12-2025,ck07ah,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
23-12-2025,cd12aa,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
23-12-2025,cd12ab,227 - ProstaPeak,0,0
23-12-2025,cd12ac,227 - ProstaPeak,0,0
23-12-2025,cd12aa,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
23-12-2025,cd12ab,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
23-12-2025,cd12aa,16985 - [HEALTH] RFK Method VSL (Approved Only),0,0
23-12-2025,cd12ab,16985 - [HEALTH] RFK Method VSL (Approved Only),0,0
23-12-2025,cd12ac,16985 - [HEALTH] RFK Method VSL (Approved Only),0,0
23-12-2025,kg01ap,415 - Memyts,0,0
23-12-2025,ck07ah,415 - Memyts,0,0
23-12-2025,ck08bb,415 - Memyts,0,0
23-12-2025,cc05aa,410 - Mutual of Omaha Reverse,0,0
23-12-2025,cc05ac,410 - Mutual of Omaha Reverse,0,0
23-12-2025,ub01ae,410 - Mutual of Omaha Reverse,0,0
23-12-2025,ck07ag,18136 - [ECOMMERCE] Cozy Air Heat - Portable Heater,0,0
23-12-2025,dg01aa,18136 - [ECOMMERCE] Cozy Air Heat - Portable Heater,0,0
23-12-2025,kg01al,18136 - [ECOMMERCE] Cozy Air Heat - Portable Heater,0,0
23-12-2025,ag04bc,136 - HOLIDAYS: Insanely Cool Gifts Listicle - Gadgets Gifts Listicle,0,0
23-12-2025,cc05aa,136 - HOLIDAYS: Insanely Cool Gifts Listicle - Gadgets Gifts Listicle,0,0
23-12-2025,ub01ag,136 - HOLIDAYS: Insanely Cool Gifts Listicle - Gadgets Gifts Listicle,0,0
23-12-2025,ck07ah,330 - Vertigenics,0,0
23-12-2025,cn06af,330 - Vertigenics,0,0
23-12-2025,kg01ad,330 - Vertigenics,0,0
23-12-2025,ck08ay,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
23-12-2025,ag04bc,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
23-12-2025,kg01aa,17899 - [ECOMMERCE] Oprahs Favorite Things Holiday Listicle Revshare,0,0
23-12-2025,cd12ab,304 - Finessa,0,0
23-12-2025,cd12aa,304 - Finessa,0,0
23-12-2025,cd12ac,304 - Finessa,0,0
23-12-2025,cc06ah,17936 - [HEALTH] Bladder Genix VSL (Approved Only),0,0
23-12-2025,ck08bc,17936 - [HEALTH] Bladder Genix VSL (Approved Only),0,0
23-12-2025,ck12bo,17936 - [HEALTH] Bladder Genix VSL (Approved Only),0,0
23-12-2025,kg01ac,196 - CPA Email Lymph System Support,0,0
23-12-2025,cc05ab,196 - CPA Email Lymph System Support,0,0
23-12-2025,cc06ad,196 - CPA Email Lymph System Support,0,0
23-12-2025,cc05ac,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
23-12-2025,ck12bk,18138 - [MALE ENHANCEMENT] Rugiet- 3-in-1 Formula (Approved Only),0,0
23-12-2025,ck12bo,18138 - [MALE ENHANCEMENT] Rugiet- 3-in-1 Formula (Approved Only),0,0
23-12-2025,kg01am,18138 - [MALE ENHANCEMENT] Rugiet- 3-in-1 Formula (Approved Only),0,0
23-12-2025,cd12ac,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,0,0
23-12-2025,cd12aa,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,0,0
23-12-2025,cd12ab,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,0,0
23-12-2025,dg01ac,17083 - [HEALTH] Hidden Epidemic VSL (Approved Only),0,0
23-12-2025,ub01ad,17832 - [ECOMMERCE] Perfect Gifts - Holiday Gift Listicle Revshare,0,0
22-12-2025,cc06ag,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
22-12-2025,dg01ae,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
22-12-2025,cd12aa,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
22-12-2025,cc05aa,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
22-12-2025,cc05aa,304 - Finessa,0,0
22-12-2025,ck07ah,136 - HOLIDAYS: Insanely Cool Gifts Listicle - Gadgets Gifts Listicle,0,0
22-12-2025,cd12aa,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,0,0
22-12-2025,cc05aa,136 - HOLIDAYS: Insanely Cool Gifts Listicle - Gadgets Gifts Listicle,0,0
22-12-2025,cl06ae,10031 - [HEALTH] Heal-n-Soothe VSL,0,0
22-12-2025,cl06af,15245 - [SURVEY] AAA- Car Emergency Kit Revshare,0,0
22-12-2025,cd12aa,131 - AMAZON:Fall Steals Listicle - Gadget Listicle,0,0
22-12-2025,ck08au,406 - HEALTH - Advanced Nerve Support TSL - [US],0,0
22-12-2025,cg01aa,15964 - [HEALTH] Unbreakable Brain VSL v2 (US/CA/NZ),0,0
22-12-2025,cd12aa,227 - ProstaPeak,0,0
22-12-2025,cc05aa,136 - HOLIDAYS: Insanely Cool Gifts Listicle - Gadgets Gifts Listicle,0,0
22-12-2025,ck07ah,330 - Vertigenics,0,0
22-12-2025,ag04ba,18267 - [SWEEPS] Costco- Christmas Decoration Kit Revshare,0,0
